"id","name","symbol","slug","num_market_pairs","date_added","tags","max_supply","circulating_supply","total_supply","platform","cmc_rank","last_updated","quote"
3753,"PlatonCoin","PLTC","platoncoin",6,"2019-02-20T00:00:00.000Z","[]",300000000,24930431.6078255,300000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x429D83Bb0DCB8cdd5311e34680ADC8B12070a07f""}",488,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.391402524954,""volume_24h"":331622.386951321,""percent_change_1h"":1.30462,""percent_change_24h"":0.748903,""percent_change_7d"":1.56317,""market_cap"":9757833.879495911,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
5748,"Meta","MTA","meta",46,"2020-06-28T00:00:00.000Z","[""defi""]",,3422050.52586,100000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2""}",489,"2020-09-26T03:51:25.000Z","{""USD"":{""price"":2.84999652578,""volume_24h"":5819603.10871369,""percent_change_1h"":-0.853541,""percent_change_24h"":23.8337,""percent_change_7d"":-3.7881,""market_cap"":9752832.109744621,""last_updated"":""2020-09-26T03:51:25.000Z""}}"
2394,"Telcoin","TEL","telcoin",7,"2018-01-14T00:00:00.000Z","[""media"",""content-creation""]",,47245810799.22,100000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x85e076361cc813a908ff672f9bad1541474402b2""}",490,"2020-09-26T03:51:09.000Z","{""USD"":{""price"":0.00020618206549,""volume_24h"":40938.482681392,""percent_change_1h"":1.25131,""percent_change_24h"":1.14902,""percent_change_7d"":1.81068,""market_cap"":9741238.856332928,""last_updated"":""2020-09-26T03:51:09.000Z""}}"
3831,"Safe Haven","SHA","safe-haven",7,"2019-04-02T00:00:00.000Z","[]",,3005855396,8500000000,"{""id"":3077,""name"":""VeChain"",""symbol"":""VET"",""slug"":""vechain"",""token_address"":""0x5db3c8a942333f6468176a870db36eef120a34dc""}",491,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":0.00323858174241,""volume_24h"":834047.924578739,""percent_change_1h"":1.20423,""percent_change_24h"":13.5973,""percent_change_7d"":33.6907,""market_cap"":9734708.405810181,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
1619,"Skycoin","SKY","skycoin",7,"2017-04-17T00:00:00.000Z","[""platform"",""distributed-computing""]",100000000,19000000,25000000,,492,"2020-09-26T03:51:07.000Z","{""USD"":{""price"":0.509897856625,""volume_24h"":59415.9504806277,""percent_change_1h"":-0.0729279,""percent_change_24h"":1.22962,""percent_change_7d"":-1.40058,""market_cap"":9688059.275875,""last_updated"":""2020-09-26T03:51:07.000Z""}}"
2267,"Tael","WABI","tael",16,"2017-12-12T00:00:00.000Z","[""logistics"",""data-provenance""]",,87699999.3382405,100000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x286bda1413a2df81731d4930ce2f862a35a609fe""}",493,"2020-09-26T03:51:09.000Z","{""USD"":{""price"":0.109935629061,""volume_24h"":974867.163652591,""percent_change_1h"":-0.255543,""percent_change_24h"":6.35978,""percent_change_7d"":-11.2469,""market_cap"":9641354.595898753,""last_updated"":""2020-09-26T03:51:09.000Z""}}"
2545,"Arcblock","ABT","arcblock",24,"2018-02-26T00:00:00.000Z","[""marketplace"",""interoperability""]",,98554305.4402933,186000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xb98d4c97425d9908e66e53a6fdf673acca0be986""}",494,"2020-09-26T03:51:13.000Z","{""USD"":{""price"":0.0966857623792,""volume_24h"":6507390.95396431,""percent_change_1h"":0.444554,""percent_change_24h"":2.92436,""percent_change_7d"":-22.2286,""market_cap"":9528798.157247296,""last_updated"":""2020-09-26T03:51:13.000Z""}}"
2838,"PCHAIN","PI","pchain",10,"2018-06-04T00:00:00.000Z","[""platform"",""interoperability"",""smart-contracts""]",2100000000,775745467.135684,2011546868,,495,"2020-09-26T03:51:13.000Z","{""USD"":{""price"":0.0122709883733,""volume_24h"":241186.280288324,""percent_change_1h"":-1.07405,""percent_change_24h"":18.9154,""percent_change_7d"":11.5364,""market_cap"":9519163.607862156,""last_updated"":""2020-09-26T03:51:13.000Z""}}"
3137,"KARMA","KARMA","karma-eos",5,"2018-08-10T00:00:00.000Z","[]",,5450532380.7923,8462823687.0505,"{""id"":1765,""name"":""EOS"",""symbol"":""EOS"",""slug"":""eos"",""token_address"":""therealkarma""}",496,"2020-09-26T03:51:14.000Z","{""USD"":{""price"":0.00174256568372,""volume_24h"":64.1156174346475,""percent_change_1h"":-0.002825,""percent_change_24h"":0.250561,""percent_change_7d"":-39.6024,""market_cap"":9497910.684773335,""last_updated"":""2020-09-26T03:51:14.000Z""}}"
3951,"Pirate Chain","ARRR","pirate-chain",13,"2019-05-22T00:00:00.000Z","[""mineable""]",200000000,168284283.53869,168284283.53869,,497,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":0.0561671894888,""volume_24h"":538899.109959174,""percent_change_1h"":-0.594331,""percent_change_24h"":-7.11379,""percent_change_7d"":-18.1887,""market_cap"":9452055.241504548,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
3637,"Aergo","AERGO","aergo",23,"2018-12-17T00:00:00.000Z","[""platform"",""enterprise-solutions"",""smart-contracts""]",500000000,264019889.621404,500000000,"{""id"":1839,""name"":""Binance Coin"",""symbol"":""BNB"",""slug"":""binance-coin"",""token_address"":""AERGO-46B""}",498,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.035671020811,""volume_24h"":1072112.74292673,""percent_change_1h"":-3.0038,""percent_change_24h"":4.50914,""percent_change_7d"":-18.9131,""market_cap"":9417858.977203025,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
2348,"Measurable Data Token","MDT","measurable-data-token",22,"2018-01-09T00:00:00.000Z","[""marketplace"",""ai-big-data""]",,657790346,1000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x814e0908b12a99fecf5bc101bb5d0b8b5cdf7d26""}",499,"2020-09-26T03:51:09.000Z","{""USD"":{""price"":0.0142800384352,""volume_24h"":4163691.80289579,""percent_change_1h"":0.334237,""percent_change_24h"":3.41794,""percent_change_7d"":3.11953,""market_cap"":9393271.423183506,""last_updated"":""2020-09-26T03:51:09.000Z""}}"
2861,"GoChain","GO","gochain",14,"2018-06-13T00:00:00.000Z","[]",,1039443310.58276,1104443311,,500,"2020-09-26T03:51:14.000Z","{""USD"":{""price"":0.0089657196973,""volume_24h"":407533.680565069,""percent_change_1h"":-1.13476,""percent_change_24h"":3.99017,""percent_change_7d"":-3.90626,""market_cap"":9319357.363918573,""last_updated"":""2020-09-26T03:51:14.000Z""}}"
2829,"REPO","REPO","repo",1,"2018-05-28T00:00:00.000Z","[]",,109958607,356999900,"{""id"":512,""name"":""Stellar"",""symbol"":""XLM"",""slug"":""stellar"",""token_address"":""GCZNF24HPMYTV6NOEHI7Q5RJFFUI23JKUKY3H3XTQAFBQIBOHD5OXG3B""}",501,"2020-09-26T03:51:13.000Z","{""USD"":{""price"":0.0846202371318,""volume_24h"":0,""percent_change_1h"":0.0994386,""percent_change_24h"":-8.24492,""percent_change_7d"":-23.3018,""market_cap"":9304723.399022404,""last_updated"":""2020-09-26T03:51:13.000Z""}}"
4748,"Dimension Chain","EON","dimension-chain",1,"2019-10-04T00:00:00.000Z","[""platform""]",,244783561,2000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x4cb10f4df4bf4f64d4797d00d468181ef731be9a""}",502,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":0.0380082731093,""volume_24h"":80923.5245912301,""percent_change_1h"":-0.680337,""percent_change_24h"":-4.67501,""percent_change_7d"":-9.30302,""market_cap"":9303800.439154997,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
2558,"Insights Network","INSTAR","insights-network",3,"2018-03-02T00:00:00.000Z","[""marketplace"",""ai-big-data"",""enterprise-solutions""]",300000000,196753507.9,281365482.7245,,503,"2020-09-26T03:51:13.000Z","{""USD"":{""price"":0.0470471460058,""volume_24h"":439.885503125392,""percent_change_1h"":0.0170217,""percent_change_24h"":-2.21371,""percent_change_7d"":4.7785,""market_cap"":9256691.013324624,""last_updated"":""2020-09-26T03:51:13.000Z""}}"
5908,"dKargo","DKA","dkargo",10,"2020-07-27T00:00:00.000Z","[]",,303373350.000001,5000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x5dc60c4d5e75d22588fa17ffeb90a63e535efce0""}",504,"2020-09-26T03:51:25.000Z","{""USD"":{""price"":0.0304997553081,""volume_24h"":823832.206320709,""percent_change_1h"":-0.518537,""percent_change_24h"":0.284055,""percent_change_7d"":-12.1977,""market_cap"":9252812.94199861,""last_updated"":""2020-09-26T03:51:25.000Z""}}"
1918,"Achain","ACT","achain",22,"2017-08-27T00:00:00.000Z","[""dpos"",""platform"",""smart-contracts""]",1000000000,973999997.93063,1000000000,,505,"2020-09-26T03:51:07.000Z","{""USD"":{""price"":0.00941742435802,""volume_24h"":5847624.33308805,""percent_change_1h"":0.814275,""percent_change_24h"":5.95373,""percent_change_7d"":-1.63092,""market_cap"":9172571.305223344,""last_updated"":""2020-09-26T03:51:07.000Z""}}"
5160,"Dune Network","DUN","dune-network",2,"2020-05-04T00:00:00.000Z","[]",,402117021.099,503983692.099,,506,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":0.0227714481485,""volume_24h"":10796.2769027944,""percent_change_1h"":-0.244568,""percent_change_24h"":8.4976,""percent_change_7d"":52.2705,""market_cap"":9156786.895585159,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
5572,"HOMIHELP","HOMI","homihelp",4,"2020-05-12T00:00:00.000Z","[]",100000000,1150359,100000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xCa208BfD69ae6D2667f1FCbE681BAe12767c0078""}",507,"2020-09-26T03:51:24.000Z","{""USD"":{""price"":7.94867641488,""volume_24h"":176186.48088015,""percent_change_1h"":0.211176,""percent_change_24h"":3.83527,""percent_change_7d"":-5.09059,""market_cap"":9143831.451944942,""last_updated"":""2020-09-26T03:51:24.000Z""}}"
4173,"Levolution","LEVL","levolution",4,"2019-07-26T00:00:00.000Z","[]",,51356691.7710135,311000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x09970aec766b6f3223aca9111555e99dc50ff13a""}",508,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":0.177941411668,""volume_24h"":86959.1620961037,""percent_change_1h"":1.14104,""percent_change_24h"":-1.66651,""percent_change_7d"":15.7503,""market_cap"":9138482.232332502,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
3946,"Carry","CRE","carry",12,"2019-05-17T00:00:00.000Z","[""retail"",""loyalty""]",,5621010103.29953,7040809073.07359,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x115eC79F1de567eC68B7AE7eDA501b406626478e""}",509,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":0.00161650637827,""volume_24h"":758817.534258767,""percent_change_1h"":-0.44322,""percent_change_24h"":0.40105,""percent_change_7d"":-9.72478,""market_cap"":9086398.684303802,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
3175,"Maro","TTC","maro",5,"2018-08-14T00:00:00.000Z","[""media"",""content-creation""]",1000000000,445637826.045,902662981.861,,510,"2020-09-26T03:51:15.000Z","{""USD"":{""price"":0.0203753764316,""volume_24h"":278.883139160509,""percent_change_1h"":0.0168916,""percent_change_24h"":-0.326414,""percent_change_7d"":-12.2925,""market_cap"":9080038.457826754,""last_updated"":""2020-09-26T03:51:15.000Z""}}"
1712,"Quantum Resistant Ledger","QRL","quantum-resistant-ledger",5,"2017-06-10T00:00:00.000Z","[""mineable"",""pow"",""platform"",""distributed-computing"",""quantum-resistant""]",105000000,72189736.4058595,72189736.4058595,,511,"2020-09-26T03:51:07.000Z","{""USD"":{""price"":0.125523514648,""volume_24h"":225976.490214297,""percent_change_1h"":-3.73314,""percent_change_24h"":-2.53285,""percent_change_7d"":3.27382,""market_cap"":9061509.435176164,""last_updated"":""2020-09-26T03:51:07.000Z""}}"
2982,"MVL","MVL","mvl",9,"2018-07-27T00:00:00.000Z","[]",,9520331338.34221,30000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xa849eaae994fb86afa73382e9bd88c2b6b18dc71""}",512,"2020-09-26T03:51:14.000Z","{""USD"":{""price"":0.000947579684683,""volume_24h"":284313.244089314,""percent_change_1h"":3.65802,""percent_change_24h"":-6.62824,""percent_change_7d"":2.68151,""market_cap"":9021272.567663996,""last_updated"":""2020-09-26T03:51:14.000Z""}}"
4451,"Tixl","MTXLT","tixl",2,"2019-12-06T00:00:00.000Z","[]",,46657.60786896,900000,"{""id"":1839,""name"":""Binance Coin"",""symbol"":""BNB"",""slug"":""binance-coin"",""token_address"":""MTXLT-286""}",513,"2020-09-26T03:51:20.000Z","{""USD"":{""price"":191.466944614,""volume_24h"":17225.3649288143,""percent_change_1h"":0.0169413,""percent_change_24h"":9.95322,""percent_change_7d"":4.42166,""market_cap"":8933389.621667895,""last_updated"":""2020-09-26T03:51:20.000Z""}}"
4242,"PLANET","PLA","planet",15,"2019-08-28T00:00:00.000Z","[]",,225000000,5000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x307d45afbb7e84f82ef3d251a6bb0f00edf632e4""}",514,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":0.0396623206118,""volume_24h"":231700.732797117,""percent_change_1h"":-10.226,""percent_change_24h"":-10.7281,""percent_change_7d"":-8.4918,""market_cap"":8924022.137655,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
2866,"Sentinel Protocol","UPP","sentinel-protocol",8,"2018-06-18T00:00:00.000Z","[]",,407137682.25,500000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xc86d054809623432210c107af2e3f619dcfbf652""}",515,"2020-09-26T03:51:13.000Z","{""USD"":{""price"":0.0218806060554,""volume_24h"":1251219.10933236,""percent_change_1h"":0.124232,""percent_change_24h"":10.1544,""percent_change_7d"":3.90024,""market_cap"":8908419.235620871,""last_updated"":""2020-09-26T03:51:13.000Z""}}"
5444,"Cartesi","CTSI","cartesi",20,"2020-04-23T00:00:00.000Z","[]",,198403548,1000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x491604c0fdf08347dd1fa4ee062a822a5dd06b5d""}",516,"2020-09-26T03:51:24.000Z","{""USD"":{""price"":0.0448392655415,""volume_24h"":1077280.4735041,""percent_change_1h"":0.612684,""percent_change_24h"":2.63553,""percent_change_7d"":-8.32243,""market_cap"":8896269.373147741,""last_updated"":""2020-09-26T03:51:24.000Z""}}"
4757,"Robonomics.network","XRT","robonomics-network",17,"2019-10-07T00:00:00.000Z","[]",,679413.850070084,9994040.6132457,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x7de91b204c1c737bcee6f000aaa6569cf7061cb7""}",517,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":13.0411709235,""volume_24h"":817493.965151454,""percent_change_1h"":1.20236,""percent_change_24h"":10.2474,""percent_change_7d"":-11.057,""market_cap"":8860352.146557167,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
3631,"FOAM","FOAM","foam",11,"2018-12-11T00:00:00.000Z","[""platform"",""ai-big-data""]",,301212585.272281,1000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x4946fcea7c692606e8908002e55a582af44ac121""}",518,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.0290800780108,""volume_24h"":24674.620111267,""percent_change_1h"":0.0596454,""percent_change_24h"":1.32803,""percent_change_7d"":-5.77384,""market_cap"":8759285.477552678,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
4058,"FIBOS","FO","fibos",6,"2019-08-29T00:00:00.000Z","[""mineable""]",,1066765264.9537,1070943897.8037,,519,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":0.00819782693194,""volume_24h"":367461.346218896,""percent_change_1h"":0.0716468,""percent_change_24h"":-0.0760885,""percent_change_7d"":-1.21863,""market_cap"":8745157.019095551,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
3667,"Atomic Wallet Coin","AWC","atomic-wallet-coin",5,"2019-01-04T00:00:00.000Z","[]",,10603658.6920079,100000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xad22f63404f7305e4713ccbd4f296f34770513f4""}",520,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.814530875617,""volume_24h"":124263.343380772,""percent_change_1h"":0.0852472,""percent_change_24h"":18.4621,""percent_change_7d"":22.801,""market_cap"":8637007.399145007,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
1807,"Santiment Network Token","SAN","santiment",6,"2017-07-12T00:00:00.000Z","[""asset-management"",""ai-big-data"",""crowdsourcing""]",,63057370.9569795,83337000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098""}",521,"2020-09-26T03:51:07.000Z","{""USD"":{""price"":0.136960796305,""volume_24h"":3085.50438219229,""percent_change_1h"":-0.0216093,""percent_change_24h"":4.61653,""percent_change_7d"":-9.63601,""market_cap"":8636387.739167692,""last_updated"":""2020-09-26T03:51:07.000Z""}}"
2556,"Credits","CS","credits",10,"2018-03-02T00:00:00.000Z","[""services"",""iot""]",249471071.21,249368300.130422,249471071.20999,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x46b9ad944d1059450da1163511069c718f699d31""}",522,"2020-09-26T03:51:13.000Z","{""USD"":{""price"":0.0344731719807,""volume_24h"":113509.643032334,""percent_change_1h"":0.423548,""percent_change_24h"":-4.91674,""percent_change_7d"":-21.2055,""market_cap"":8596516.296930851,""last_updated"":""2020-09-26T03:51:13.000Z""}}"
377,"NavCoin","NAV","nav-coin",8,"2014-06-12T00:00:00.000Z","[""hybrid-pow-pos"",""x13""]",,69752906.9077109,69752906.9077109,,523,"2020-09-26T03:51:06.000Z","{""USD"":{""price"":0.123227279438,""volume_24h"":720438.745341366,""percent_change_1h"":0.382512,""percent_change_24h"":3.57079,""percent_change_7d"":-0.625539,""market_cap"":8595460.951129291,""last_updated"":""2020-09-26T03:51:06.000Z""}}"
2251,"IoT Chain","ITC","iot-chain",16,"2017-12-06T00:00:00.000Z","[""platform"",""iot"",""smart-contracts""]",,87214657.4756,99999999,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x5e6b6d9abad9093fdc861ea1600eba1b355cd940""}",524,"2020-09-26T03:51:09.000Z","{""USD"":{""price"":0.0981756903149,""volume_24h"":2938632.35350523,""percent_change_1h"":-1.08588,""percent_change_24h"":2.65299,""percent_change_7d"":-13.9698,""market_cap"":8562359.203244586,""last_updated"":""2020-09-26T03:51:09.000Z""}}"
1758,"TenX","PAY","tenx",33,"2017-06-27T00:00:00.000Z","[""medium-of-exchange""]",,146638271.342953,205218255.948578,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xb97048628db6b661d4c2aa833e95dbe1a905b280""}",525,"2020-09-26T03:51:07.000Z","{""USD"":{""price"":0.0582740566211,""volume_24h"":1758561.63837454,""percent_change_1h"":0.431897,""percent_change_24h"":0.194341,""percent_change_7d"":-12.1747,""market_cap"":8545206.92705947,""last_updated"":""2020-09-26T03:51:07.000Z""}}"
3371,"MIR COIN","MIR","mir-coin",7,"2018-10-02T00:00:00.000Z","[""mineable""]",1300000000,780627480.525,1300000000,,526,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.0109386074085,""volume_24h"":491903.135552937,""percent_change_1h"":-0.134363,""percent_change_24h"":0.659904,""percent_change_7d"":-1.2566,""market_cap"":8538977.541749455,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
4283,"BitForex Token","BF","bitforex-token",6,"2019-08-30T00:00:00.000Z","[""marketplace"",""centralized-exchange"",""payments""]",,4255292992.68962,10000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x5b71bee9d961b1b848f8485eec8d8787f80217f5""}",527,"2020-09-26T03:51:20.000Z","{""USD"":{""price"":0.00198554402133,""volume_24h"":631846.404168508,""percent_change_1h"":-0.214582,""percent_change_24h"":-2.13701,""percent_change_7d"":-1.57706,""market_cap"":8449071.560642319,""last_updated"":""2020-09-26T03:51:20.000Z""}}"
5880,"Props Token","PROPS","props",3,"2020-07-20T00:00:00.000Z","[]",1000000000,200397116,655721546,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x6fe56c0bcdd471359019fcbc48863d6c3e9d4f41""}",528,"2020-09-26T03:51:25.000Z","{""USD"":{""price"":0.0419410413825,""volume_24h"":21335.7802553047,""percent_change_1h"":-2.1418,""percent_change_24h"":13.3981,""percent_change_7d"":14.6789,""market_cap"":8404863.735089654,""last_updated"":""2020-09-26T03:51:25.000Z""}}"
5113,"inSure","SURE","insure",7,"2020-01-07T00:00:00.000Z","[]",88000000000,3553989973.79242,88000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xb5a4ac5b04e777230ba3381195eff6a60c3934f2""}",529,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":0.00235424754395,""volume_24h"":18215.221070746,""percent_change_1h"":-0.00375677,""percent_change_24h"":-10.896,""percent_change_7d"":0.670953,""market_cap"":8366972.1670237295,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
4166,"Realio Network","RIO","realio-network",2,"2020-06-25T00:00:00.000Z","[]",99999893,8536009.4496105,98331266.0307014,"{""id"":512,""name"":""Stellar"",""symbol"":""XLM"",""slug"":""stellar"",""token_address"":""GBNLJIYH34UWO5YZFA3A3HD3N76R6DOI33N4JONUOHEEYZYCAYTEJ5AK""}",530,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":0.977083390247,""volume_24h"":1075332.39043858,""percent_change_1h"":-2.73826,""percent_change_24h"":10.1508,""percent_change_7d"":-60.0073,""market_cap"":8340393.052205855,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
588,"Ubiq","UBQ","ubiq",2,"2014-09-07T00:00:00.000Z","[""mineable"",""pow"",""ethash"",""platform"",""dapp""]",,42609099.3539663,42609099.3539663,,531,"2020-09-26T03:51:06.000Z","{""USD"":{""price"":0.195710852567,""volume_24h"":13241.820842354,""percent_change_1h"":-1.1165,""percent_change_24h"":5.56859,""percent_change_7d"":-5.03514,""market_cap"":8339063.161676754,""last_updated"":""2020-09-26T03:51:06.000Z""}}"
2398,"Selfkey","KEY","selfkey",23,"2018-01-15T00:00:00.000Z","[""platform"",""enterprise-solutions"",""identity""]",,3328937380.57048,5999999954.46407,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x4cc19356f2d37338b9802aa8e8fc58b0373296e7""}",532,"2020-09-26T03:51:09.000Z","{""USD"":{""price"":0.0025001966446,""volume_24h"":482895.895694578,""percent_change_1h"":2.68592,""percent_change_24h"":2.23686,""percent_change_7d"":-14.3244,""market_cap"":8322998.068985827,""last_updated"":""2020-09-26T03:51:09.000Z""}}"
3168,"FarmaTrust","FTT","farmatrust",2,"2018-08-14T00:00:00.000Z","[]",,600000000,1000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x2aec18c5500f21359ce1bea5dc1777344df4c0dc""}",533,"2020-09-26T03:51:14.000Z","{""USD"":{""price"":0.013851850428,""volume_24h"":0,""percent_change_1h"":0,""percent_change_24h"":-7.10543e-14,""percent_change_7d"":-48.8213,""market_cap"":8311110.256800001,""last_updated"":""2020-09-26T03:51:14.000Z""}}"
2937,"VITE","VITE","vite",13,"2018-07-17T00:00:00.000Z","[""platform"",""enterprise-solutions"",""scaling""]",,470417605.703795,1002988716.2038,,534,"2020-09-26T03:51:14.000Z","{""USD"":{""price"":0.0175133543648,""volume_24h"":581758.951943484,""percent_change_1h"":0.618577,""percent_change_24h"":2.70756,""percent_change_7d"":-3.38538,""market_cap"":8238590.228131324,""last_updated"":""2020-09-26T03:51:14.000Z""}}"
3698,"Observer","OBSR","observer",2,"2019-01-15T00:00:00.000Z","[""mineable""]",,2296917316,15000000000,,535,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.00358060867794,""volume_24h"":348311.520021872,""percent_change_1h"":-0.110172,""percent_change_24h"":-7.35282,""percent_change_7d"":-13.8284,""market_cap"":8224362.074180253,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
3147,"HYCON","HYC","hycon",10,"2018-08-10T00:00:00.000Z","[""mineable"",""dag"",""platform"",""scaling""]",5000000000,2291314531.22213,3011589041.12464,,536,"2020-09-26T03:51:14.000Z","{""USD"":{""price"":0.0035370716047,""volume_24h"":942431.327674086,""percent_change_1h"":0.653527,""percent_change_24h"":2.8587,""percent_change_7d"":-2.0305,""market_cap"":8104543.5658222865,""last_updated"":""2020-09-26T03:51:14.000Z""}}"
3683,"AEN Smart Token","AENS","aen-smart-token",4,"2019-01-09T00:00:00.000Z","[]",4000000000,699019435.538978,4000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xD38dE88687172BDE440755b5237987e4A87c23A7""}",537,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.011581792919,""volume_24h"":1257.03375506306,""percent_change_1h"":0.0181863,""percent_change_24h"":-1.87298,""percent_change_7d"":4.2248,""market_cap"":8095898.348768712,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
5868,"STATERA","STA","statera",10,"2020-07-19T00:00:00.000Z","[]",101000000,85867051,89364725,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xa7DE087329BFcda5639247F96140f9DAbe3DeED1""}",538,"2020-09-26T03:51:25.000Z","{""USD"":{""price"":0.0937112584166,""volume_24h"":600946.052488613,""percent_change_1h"":1.64299,""percent_change_24h"":21.1774,""percent_change_7d"":-16.6689,""market_cap"":8046709.405732371,""last_updated"":""2020-09-26T03:51:25.000Z""}}"
3316,"smARTOFGIVING","AOG","smartofgiving",6,"2018-09-20T00:00:00.000Z","[]",,73780484.4008262,2003485057.90083,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x8578530205cecbe5db83f7f29ecfeec860c297c2""}",539,"2020-09-26T03:51:15.000Z","{""USD"":{""price"":0.108180267858,""volume_24h"":94706.7120308572,""percent_change_1h"":0.30916,""percent_change_24h"":-0.191283,""percent_change_7d"":-2.60847,""market_cap"":7981592.565174369,""last_updated"":""2020-09-26T03:51:15.000Z""}}"
